response_time,timestamp,duration,task
751.5369774773717,1697487918.513585,0.71697,word_count
806.9887049496174,1697487918.5763671,0.77739,summarize
898.2406444847584,1697487918.6670663,0.86857,grep
28.628061525523663,1697487918.7432442,0.02475,word_count
1021.6339249163866,1697487918.7874346,0.98890,summarize
1054.1634978726506,1697487918.8250458,1.02467,grep
1058.350333943963,1697487918.8282385,1.02795,word_count
1075.074415653944,1697487918.8454285,1.04473,summarize
1089.1060465946794,1697487918.852316,1.05460,grep
1098.41603692621,1697487918.8648899,1.06416,word_count
1093.4302201494575,1697487918.8662426,1.06563,summarize
1125.2270555123687,1697487918.8924136,1.09109,grep
1126.8356768414378,1697487918.8987062,1.09770,word_count
1149.655131623149,1697487918.9220464,1.12062,summarize
1156.1107635498047,1697487918.929462,1.12834,grep
1166.0948330536485,1697487918.9339175,1.13267,word_count
1162.5191224738955,1697487918.9363706,1.13492,summarize
1176.290269009769,1697487918.9445817,1.14291,grep
1177.2755375131965,1697487918.9516835,1.14992,word_count
1181.5961794927716,1697487918.9529061,1.15120,summarize
1179.2779872193933,1697487918.9561753,1.15416,grep
1180.1803801208735,1697487918.9586308,1.15690,word_count
1199.7526083141565,1697487918.9646258,1.16663,summarize
1189.9427063763142,1697487918.9663491,1.16430,grep
1190.6420914456248,1697487918.9687777,1.16653,word_count
1192.2462964430451,1697487918.9700146,1.16782,summarize
1196.7116417363286,1697487918.972074,1.16978,grep
1195.8765387535095,1697487918.973283,1.17097,word_count
1200.0852599740028,1697487918.9749742,1.17268,summarize
1201.3379577547312,1697487918.977264,1.17470,grep
1261.6801811382174,1697487919.0258574,1.22713,word_count
82.70645700395107,1697487919.07087,0.07568,summarize
1239.217434078455,1697487920.0171623,1.23454,grep
26.660318486392498,1697487920.04436,0.02197,word_count
57.50164296478033,1697487920.2761004,0.05222,summarize
1420.1950188726187,1697487920.2879426,1.41608,grep
1305.5451065301895,1697487920.332048,1.30092,word_count
1279.2489221319556,1697487920.34494,1.27227,summarize
1281.8522844463587,1697487920.3493674,1.27572,grep
1447.640249505639,1697487920.3620384,1.44320,word_count
111.82353924959898,1697487920.4002666,0.10633,summarize
1316.1708768457174,1697487920.4095132,1.31150,grep
1354.16470002383,1697487920.4536886,1.34949,word_count
1430.0446547567844,1697487920.4764295,1.42539,summarize
1364.5484503358603,1697487920.487963,1.35807,grep
1376.5541752800345,1697487920.5077152,1.37202,word_count
1378.2745702192187,1697487920.5129325,1.37440,summarize
1386.812312528491,1697487920.5237308,1.38307,grep
1517.9136907681823,1697487920.5469804,1.51359,word_count
234.77658163756132,1697487920.5673656,0.23033,summarize
1425.0086434185505,1697487920.5711825,1.41970,grep
1428.3798094838858,1697487920.5810747,1.42228,word_count
1436.5147147327662,1697487920.5908713,1.43236,summarize
1436.9718190282583,1697487920.5968869,1.43286,grep
1436.2565306946635,1697487920.6015549,1.43124,word_count
263.1397573277354,1697487920.6129746,0.25591,summarize
1451.8013102933764,1697487920.6186972,1.44653,grep
1492.6137179136276,1697487920.663307,1.48634,word_count
307.682272978127,1697487920.6702137,0.30340,summarize
1509.6343336626887,1697487920.6789916,1.50440,grep
1536.4695405587554,1697487920.709363,1.53085,word_count
1542.1750424429774,1697487920.7169454,1.53736,summarize
1548.5123358666897,1697487920.725088,1.54422,grep
1552.1356873214245,1697487920.7301223,1.54474,word_count
1554.5587055385113,1697487920.7435708,1.55055,summarize
349.309703335166,1697487920.7593453,0.34481,grep
350.47880094498396,1697487920.7692459,0.34564,word_count
319.0757157281041,1697487920.8075469,0.31343,summarize
363.47932554781437,1697487920.820248,0.35502,grep
377.2337920963764,1697487920.8673563,0.36870,word_count
363.7167364358902,1697487920.87198,0.35168,summarize
351.43344569951296,1697487920.8755882,0.34742,grep
363.7512447312474,1697487920.911287,0.35726,word_count
372.6068455725908,1697487920.9541335,0.36835,summarize
386.6163622587919,1697487920.958212,0.37993,grep
360.9092319384217,1697487920.962914,0.35535,word_count
366.0870213061571,1697487920.9633381,0.35725,summarize
362.35370114445686,1697487920.9815085,0.35800,grep
